day,hour,time_normalized,sin_time,cos_time,temp,is_weekend,measured_demand
0,0.0,0.0,0.0,1.0,25.74507122951685,0,2.904928390618988
0,0.5,0.020833333333333332,0.13052619222005157,0.9914448613738104,25.83681308600364,0,3.3217220218027483
0,1.0,0.041666666666666664,0.25881904510252074,0.9659258262890683,28.042085167971205,0,3.488049720902902
0,1.5,0.0625,0.3826834323650898,0.9238795325112867,30.346012243532755,0,3.534498165264849
0,2.0,0.08333333333333333,0.49999999999999994,0.8660254037844387,28.648769937914995,0,4.059015930758641
0,2.5,0.10416666666666667,0.6087614290087207,0.7933533402912352,29.51888599664599,0,4.06536441172492
0,3.0,0.125,0.7071067811865475,0.7071067811865476,33.02567347275347,0,4.33357500525651
0,3.5,0.14583333333333334,0.7933533402912352,0.6087614290087207,32.497978816059245,0,4.623791672355719
0,4.0,0.16666666666666666,0.8660254037844386,0.5000000000000001,31.22399165137308,0,4.743222090639909
0,4.5,0.1875,0.9238795325112867,0.38268343236508984,33.20487632546924,0,4.533320112836763
0,5.0,0.20833333333333334,0.9659258262890683,0.25881904510252074,32.03228007109386,0,4.481845996199491
0,5.5,0.22916666666666666,0.9914448613738104,0.1305261922200517,32.23296426063509,0,4.652457177456185
0,6.0,0.25,1.0,6.123233995736766e-17,33.36294340734905,0,4.2490389381181854
0,6.5,0.2708333333333333,0.9914448613738105,-0.13052619222005138,30.061638524003783,0,4.456628185143252
0,7.0,0.2916666666666667,0.9659258262890683,-0.25881904510252085,30.140029861543,0,3.876413816519481
0,7.5,0.3125,0.9238795325112867,-0.3826834323650897,31.547604966228835,0,3.2786669674573177
0,8.0,0.3333333333333333,0.8660254037844387,-0.4999999999999998,30.40895654977388,0,3.5825522629847866
0,8.5,0.3541666666666667,0.7933533402912352,-0.6087614290087207,31.81819772122279,0,3.4032461211892806
0,9.0,0.375,0.7071067811865476,-0.7071067811865475,29.29481813621056,0,3.385323232326723
0,9.5,0.3958333333333333,0.6087614290087209,-0.793353340291235,27.75163588006683,0,3.1181435656930208
0,10.0,0.4166666666666667,0.49999999999999994,-0.8660254037844387,31.19847315338233,0,2.988647755534052
0,10.5,0.4375,0.3826834323650899,-0.9238795325112867,27.722803008190915,0,2.621780493114034
