day,hour,time_normalized,sin_time,cos_time,temp,is_weekend,measured_demand
0,0.0,0.0,0.0,1.0,25.74507122951685,0,2.414333614890449
0,0.5106382978723404,0.02127659574468085,0.13328695537377885,0.9910774881547799,26.12547310198101,0,2.6870332317128853
0,1.0212765957446808,0.0425531914893617,0.26419540187128604,0.9644691750543767,28.613486825863898,0,2.7231836771590223
0,1.5319148936170213,0.06382978723404255,0.39038927516349475,0.9206498866764287,31.188437536246987,0,2.636907184064784
0,2.0425531914893615,0.0851063829787234,0.5096166425919173,0.8604015792601393,29.744936363834167,0,2.90330071229348
0,2.5531914893617023,0.10638297872340426,0.6197498889602447,0.7847993852786611,30.846293454178674,0,2.7778452829605094
0,3.0638297872340425,0.1276595744680851,0.7188236838779293,0.6951924276746424,34.557056062040374,0,2.8641885598784023
0,3.574468085106383,0.14893617021276595,0.805070053127563,0.5931797447293552,34.201852625004996,0,3.014687969215804
0,4.085106382978723,0.1702127659574468,0.8769499282066714,0.48058175518668383,33.06528770316429,0,3.0864350023234417
0,4.595744680851064,0.19148936170212766,0.9331806110416025,0.35940777283751285,35.14564617579497,0,2.953206390157316
0,5.1063829787234045,0.2127659574468085,0.9727586637650373,0.23182015026752845,34.032460098431685,0,2.991896777089308
0,5.617021276595745,0.23404255319148937,0.994977815088504,0.10009569162409844,34.25118352052965,0,3.2271298839525264
0,6.127659574468085,0.2553191489361702,0.9994415637302548,-0.0334149770076743,35.3573590446516,0,3.0461250627897023
0,6.638297872340425,0.2765957446808511,0.9860702539900286,-0.16632935458313006,31.99078217291359,0,3.3318888971975307
0,7.148936170212766,0.2978723404255319,0.9551024972069126,-0.2962755808856339,31.96364822329958,0,2.997242386927614
0,7.659574468085107,0.3191489361702128,0.9070909137343407,-0.4209347624283349,33.22747784348195,0,2.609987747881119
0,8.170212765957446,0.3404255319148936,0.8428922714167971,-0.5380823531633725,31.909676033666333,0,2.8599954619251418
0,8.680851063829786,0.36170212765957444,0.7636521965473324,-0.645627851558802,33.10789296436623,0,2.6939457464396375
0,9.191489361702128,0.3829787234042553,0.6707847301392235,-0.7416521056479576,30.345811188110417,0,2.6169697183694036
0,9.702127659574467,0.40425531914893614,0.5659470943305953,-0.8244415603417601,28.541015391303016,0,2.320828986644648
0,10.212765957446809,0.425531914893617,0.45101011921610207,-0.8925188358598809,31.70857434554335,0,2.1022843570602188
0,10.72340425531915,0.44680851063829785,0.32802485783956936,-0.9446690916079188,27.941584127665887,0,1.728282171848459
0,11.23404255319149,0.46808510638297873,0.1991859851038363,-0.9799617050365869,27.09315215807025,0,1.766370164483644
0,11.74468085106383,0.48936170212765956,0.0667926337451217,-0.9977668786231532,23.530804058131032,0,1.5491688263668353
0,12.25531914893617,0.5106382978723404,-0.06679263374512101,-0.9977668786231532,23.515499575761016,0,1.5891236376869498
0,12.76595744680851,0.5319148936170213,-0.1991859851038361,-0.979961705036587,23.17452403352644,0,1.801251695213421
0,13.27659574468085,0.5531914893617021,-0.32802485783956914,-0.9446690916079188,19.993261055470853,0,1.974406260125559
0,13.787234042553191,0.5744680851063829,-0.4510101192161015,-0.8925188358598813,21.05344583535749,0,1.891590765683801
0,14.297872340425531,0.5957446808510638,-0.5659470943305948,-0.8244415603417606,18.439571021815844,0,1.6794695751634627
0,14.808510638297872,0.6170212765957447,-0.6707847301392232,-0.7416521056479578,17.854612073917853,0,1.9630999070542077
0,15.319148936170214,0.6382978723404256,-0.763652196547332,-0.6456278515588025,16.460918116182583,0,2.050339903456687
0,15.829787234042552,0.6595744680851063,-0.8428922714167969,-0.5380823531633728,19.34949456259544,0,1.7813682504107342
0,16.340425531914892,0.6808510638297872,-0.9070909137343406,-0.42093476242833505,15.908845025549693,0,1.6672032256578295
0,16.851063829787236,0.7021276595744681,-0.9551024972069124,-0.2962755808856341,13.862408634497026,0,1.4771880574496268
0,17.361702127659573,0.7234042553191489,-0.9860702539900285,-0.16632935458313097,16.3731148282545,0,1.1962558161025652
0,17.872340425531913,0.7446808510638298,-0.9994415637302548,-0.03341497700767454,13.174318887740919,0,1.1179209528324716
0,18.382978723404257,0.7659574468085106,-0.994977815088504,0.10009569162409843,15.363517241622093,0,0.8245888021632465
0,18.893617021276597,0.7872340425531915,-0.9727586637650373,0.23182015026752842,12.332908176529966,0,0.6572886959505422
0,19.404255319148934,0.8085106382978723,-0.9331806110416028,0.35940777283751224,13.675914816236325,0,0.35778043800747605
0,19.914893617021278,0.8297872340425532,-0.8769499282066717,0.4805817551866831,16.525792571736968,0,0.426850191667226
0,20.425531914893618,0.851063829787234,-0.8050700531275634,0.5931797447293546,18.056999338717482,0,0.659999421581324
0,20.936170212765955,0.8723404255319148,-0.7188236838779297,0.6951924276746418,18.06881558300566,0,0.6081201345575143
0,21.4468085106383,0.8936170212765957,-0.6197498889602452,0.7847993852786608,18.62902868681519,0,1.1204413460186022
0,21.95744680851064,0.9148936170212766,-0.5096166425919177,0.860401579260139,19.45217803069689,0,1.0606003543132418
0,22.46808510638298,0.9361702127659575,-0.3903892751634952,0.9206498866764284,18.878324262813905,0,1.4192506322883465
0,22.97872340425532,0.9574468085106382,-0.2641954018712864,0.9644691750543766,21.278279668695074,0,1.8588089679234607
0,23.48936170212766,0.9787234042553191,-0.13328695537377916,0.9910774881547799,22.97617228982253,0,1.8106558268118862
0,24.0,1.0,-2.4492935982947064e-16,1.0,26.58568333932837,0,2.0675923449894507
1,0.0,0.0,0.0,1.0,25.51542743435269,0,2.08146010150154
1,0.5106382978723404,0.02127659574468085,0.13328695537377885,0.9910774881547799,23.688309320693687,0,2.651656492978417
1,1.0212765957446808,0.0425531914893617,0.26419540187128604,0.9644691750543767,28.12807997280505,0,2.6035435844084227
1,1.5319148936170213,0.06382978723404255,0.39038927516349475,0.9206498866764287,28.326269331010472,0,3.157918505003669
1,2.0425531914893615,0.0851063829787234,0.5096166425919173,0.8604015792601393,29.080783425460233,0,2.745427320964497
1,2.5531914893617023,0.10638297872340426,0.6197498889602447,0.7847993852786611,32.115013322863746,0,2.928605909882541
1,3.0638297872340425,0.1276595744680851,0.7188236838779293,0.6951924276746424,33.734736122523216,0,3.1583511562357036
1,3.574468085106383,0.14893617021276595,0.805070053127563,0.5931797447293552,34.44762070994993,0,3.232562661325307
1,4.085106382978723,0.1702127659574468,0.8769499282066714,0.48058175518668383,32.51067299723276,0,3.1988257839852254
1,4.595744680851064,0.19148936170212766,0.9331806110416025,0.35940777283751285,33.867987546639206,0,3.1057174156527623
1,5.1063829787234045,0.2127659574468085,0.9727586637650373,0.23182015026752845,35.224481784755724,0,3.1230216377976636
1,5.617021276595745,0.23404255319148937,0.994977815088504,0.10009569162409844,36.41309584156858,0,3.103914931058197
1,6.127659574468085,0.2553191489361702,0.9994415637302548,-0.0334149770076743,34.27565428053462,0,3.1051321520090736
1,6.638297872340425,0.2765957446808511,0.9860702539900286,-0.16632935458313006,34.58221407490456,0,2.9107872106610113
1,7.148936170212766,0.2978723404255319,0.9551024972069126,-0.2962755808856339,32.89152251106009,0,2.8082435933247467
1,7.659574468085107,0.3191489361702128,0.9070909137343407,-0.4209347624283349,32.2765992012224,0,2.854578420297658
1,8.170212765957446,0.3404255319148936,0.8428922714167971,-0.5380823531633725,34.647711447759264,0,2.7762272336625817
1,8.680851063829786,0.36170212765957444,0.7636521965473324,-0.645627851558802,34.670882008329556,0,2.600047562187396
1,9.191489361702128,0.3829787234042553,0.6707847301392235,-0.7416521056479576,31.599832119021734,0,2.5530453409937257
1,9.702127659574467,0.40425531914893614,0.5659470943305953,-0.8244415603417601,32.16477029014399,0,2.43562266321655
1,10.212765957446809,0.425531914893617,0.45101011921610207,-0.8925188358598809,30.052555229732473,0,2.103193405285344
1,10.72340425531915,0.44680851063829785,0.32802485783956936,-0.9446690916079188,27.312568946488007,0,2.120976115826595
1,11.23404255319149,0.46808510638297873,0.1991859851038363,-0.9799617050365869,27.533953259300983,0,1.635286307981137
1,11.74468085106383,0.48936170212765956,0.0667926337451217,-0.9977668786231532,27.97498118715017,0,1.7365815181866553
1,12.25531914893617,0.5106382978723404,-0.06679263374512101,-0.9977668786231532,24.278334603883863,0,1.5839355076296946
1,12.76595744680851,0.5319148936170213,-0.1991859851038361,-0.979961705036587,25.35510563268265,0,1.4765960739724948
1,13.27659574468085,0.5531914893617021,-0.32802485783956914,-0.9446690916079188,17.79013376546969,0,1.6674559357964198
1,13.787234042553191,0.5744680851063829,-0.4510101192161015,-0.8925188358598813,21.72275256440182,0,1.827514044533748
1,14.297872340425531,0.5957446808510638,-0.5659470943305948,-0.8244415603417606,19.47109965905131,0,2.106500068699769
1,14.808510638297872,0.6170212765957447,-0.6707847301392232,-0.7416521056479578,17.843641672908966,0,1.9908118514842257
1,15.319148936170214,0.6382978723404256,-0.763652196547332,-0.6456278515588025,17.50111919932993,0,1.7380211784734054
1,15.829787234042552,0.6595744680851063,-0.8428922714167969,-0.5380823531633728,13.589723913930694,0,2.0357541580354748
1,16.340425531914892,0.6808510638297872,-0.9070909137343406,-0.42093476242833505,15.599583030900325,0,1.8642756150945827
1,16.851063829787236,0.7021276595744681,-0.9551024972069124,-0.2962755808856341,15.984643885198496,0,1.604744188774569
1,17.361702127659573,0.7234042553191489,-0.9860702539900285,-0.16632935458313097,17.35613852721199,0,1.2996784222165763
1,17.872340425531913,0.7446808510638298,-0.9994415637302548,-0.03341497700767454,14.228179035286981,0,0.897840205198292
1,18.382978723404257,0.7659574468085106,-0.994977815088504,0.10009569162409843,13.837481444775179,0,0.7563792921068175
1,18.893617021276597,0.7872340425531915,-0.9727586637650373,0.23182015026752842,14.519777796972823,0,0.8014085147289731
1,19.404255319148934,0.8085106382978723,-0.9331806110416028,0.35940777283751224,17.041297066137084,0,0.8408998555659977
1,19.914893617021278,0.8297872340425532,-0.8769499282066717,0.4805817551866831,16.72362738242281,0,0.7279121621702827
1,20.425531914893618,0.851063829787234,-0.8050700531275634,0.5931797447293546,16.15465916307381,0,0.4402680011263438
1,20.936170212765955,0.8723404255319148,-0.7188236838779297,0.6951924276746418,18.581664310890737,0,0.5063594669356295
1,21.4468085106383,0.8936170212765957,-0.6197498889602452,0.7847993852786608,18.94811743441961,0,0.8889114803223606
1,21.95744680851064,0.9148936170212766,-0.5096166425919177,0.860401579260139,21.356801059880155,0,0.8933723379046699
1,22.46808510638298,0.9361702127659575,-0.3903892751634952,0.9206498866764284,20.043027607549018,0,1.4573171474479834
1,22.97872340425532,0.9574468085106382,-0.2641954018712864,0.9644691750543766,21.866552761390484,0,1.708545417051605
1,23.48936170212766,0.9787234042553191,-0.13328695537377916,0.9910774881547799,23.078968216563972,0,1.9555611300064335
1,24.0,1.0,-2.4492935982947064e-16,1.0,22.80472757780182,0,2.016889091466017
2,0.0,0.0,0.0,1.0,25.444180415596865,0,2.385923624297395
2,0.5106382978723404,0.02127659574468085,0.13328695537377885,0.9910774881547799,26.72445246200762,0,2.4430866143413317
2,1.0212765957446808,0.0425531914893617,0.26419540187128604,0.9644691750543767,27.64962420367655,0,2.5012656655531766
2,1.5319148936170213,0.06382978723404255,0.39038927516349475,0.9206498866764287,28.552012051572227,0,2.347864134572419
2,2.0425531914893615,0.0851063829787234,0.5096166425919173,0.8604015792601393,27.973110312843552,0,2.8037837627531763
2,2.5531914893617023,0.10638297872340426,0.6197498889602447,0.7847993852786611,30.566530905454407,0,3.13579130555526
